nom_pkmn,nom_pkmn_us,num_pokedex,url_image,url_cri,type_1,type_2,taille_m,poids_kg,talent_1,talent_2,talent_cache,sexe,taux_de_capture,cycle_eclosion,groupe_oeuf_1,groupe_oeuf_2,points_effort,points_exp,exp_niv100,pv,attaque,attaque_speciale,defense,defense_speciale,vitesse
Élektek,Electabuzz,0125,/images/thumb/1/18/%C3%89lektek-RFVF.png/250px-%C3%89lektek-RFVF.png,/images/a/a4/Cri_0125_HOME.ogg,Électrik,,"1,1","30,0",Statik,,Esprit Vital,25 % femelle; 75 % mâle,45,25,Humanoïde,,+2 Vit.,156 exp.,1 000 000 exp.,65,83,57,57,85,105
Lippoutou,Jynx,0124,/images/thumb/4/44/Lippoutou-RFVF.png/250px-Lippoutou-RFVF.png,/images/5/5f/Cri_0124_HOME.ogg,Glace,Psy,"1,4","40,6",Benêt,Prédiction,Peau Sèche,100 % femelle; 0 % mâle,45,25,Humanoïde,,+2 Att. Spé,137 exp.,1 000 000 exp.,65,50,35,35,95,95
Insécateur,Scyther,0123,/images/thumb/a/a4/Ins%C3%A9cateur-RFVF.png/250px-Ins%C3%A9cateur-RFVF.png,/images/7/70/Cri_0123_HOME.ogg,Insecte,Vol,"1,5","56,0",Essaim,Technicien,Impassible,50 % femelle; 50 % mâle,45,25,Insectoïde,,+1 Att.,187 exp.,1 000 000 exp.,70,110,80,80,80,105
M. Mime de Galar,Galarian Mr. Mime,0122,/images/thumb/2/2b/M._Mime_de_Galar-EB.png/250px-M._Mime_de_Galar-EB.png,/images/b/bb/Cri_0122_HOME.ogg,Glace,Psy,"1,4","56,8",Esprit Vital,Brise-Barrière,Corps Gel,50 % femelle; 50 % mâle,45,25,Humanoïde,,+2 Vitesse,136 exp.,1 000 000 exp.,50,65,65,65,90,100
M. Mime,Mr. Mime,0122,/images/thumb/3/3b/M._Mime-RFVF.png/250px-M._Mime-RFVF.png,/images/b/bb/Cri_0122_HOME.ogg,Psy,Fée,"1,3","54,5",Anti-Bruit,Filtre,Technicien,50 % femelle; 50 % mâle,45,25,Humanoïde,,+2 Déf. Spé,136 exp.,1 000 000 exp.,40,45,65,65,120,90
Staross,Starmie,0121,/images/thumb/8/85/Staross-RFVF.png/250px-Staross-RFVF.png,/images/9/94/Cri_0121_HOME.ogg,Eau,Psy,"1,1","80,0",Médic Nature,Lumiattirance,Analyste,Asexué,60,20,Aquatique 3,,+2 Vit.,207 exp.,1 250 000 exp.,60,75,85,85,85,115
Stari,Staryu,0120,/images/thumb/3/34/Stari-RFVF.png/250px-Stari-RFVF.png,/images/9/91/Cri_0120_HOME.ogg,Eau,,"0,8","34,5",Médic Nature,Lumiattirance,Analyste,Asexué,225,20,Aquatique 3,,+1 Vit.,106 exp.,1 250 000 exp.,30,45,55,55,55,85
Poissoroy,Seaking,0119,/images/thumb/e/ed/Poissoroy-RFVF.png/250px-Poissoroy-RFVF.png,/images/6/62/Cri_0119_HOME.ogg,Eau,,"1,3","39,0",Glissade,Ignifu-Voile,Paratonnerre,50 % femelle; 50 % mâle,60,20,Aquatique 2,,+2 Att.,170 exp.,1 000 000 exp.,80,92,65,65,80,68
Poissirène,Goldeen,0118,/images/thumb/1/1f/Poissir%C3%A8ne-RFVF.png/250px-Poissir%C3%A8ne-RFVF.png,/images/5/5d/Cri_0118_HOME.ogg,Eau,,"0,6","15,0",Glissade,Ignifu-Voile,Paratonnerre,50 % femelle; 50 % mâle,225,20,Aquatique 2,,+1 Att.,111 exp.,1 000 000 exp.,45,67,60,60,50,63
Hypocéan,Seadra,0117,/images/thumb/f/fc/Hypoc%C3%A9an-RFVF.png/250px-Hypoc%C3%A9an-RFVF.png,/images/c/c7/Cri_0117_HOME.ogg,Eau,,"1,2","25,0",Point Poison,Sniper,Moiteur,50 % femelle; 50 % mâle,75,20,Aquatique 1,Draconique,+1 Déf. ; +1 Att. Spé,155 exp.,1 000 000 exp.,55,65,95,95,45,85
Hypotrempe,Horsea,0116,/images/thumb/3/3e/Hypotrempe-RFVF.png/250px-Hypotrempe-RFVF.png,/images/9/9d/Cri_0116_HOME.ogg,Eau,,"0,4","8,0",Glissade,Sniper,Moiteur,50 % femelle; 50 % mâle,225,20,Aquatique 1,Draconique,+1 Att. Spé,83 exp.,1 000 000 exp.,30,40,70,70,25,60
Méga-Kangourex,Mega Kangaskhan,0115,/images/thumb/8/85/M%C3%A9ga-Kangourex-XY.png/250px-M%C3%A9ga-Kangourex-XY.png,/images/b/b8/Cri_0115_M%C3%A9ga_HOME.ogg,Normal,,"2,2","100,0",Amour Filial,,,100 % femelle; 0 % mâle,,,,,,,,105,125,100,100,100,100
Kangourex,Kangaskhan,0115,/images/thumb/7/78/Kangourex-RFVF.png/250px-Kangourex-RFVF.png,/images/0/01/Cri_0115_HOME.ogg,Normal,,"2,2","80,0",Matinal,Querelleur,Attention,100 % femelle; 0 % mâle,45,20,Monstrueux,,+2 PV,175 exp.,1 000 000 exp.,105,95,80,80,80,90
Saquedeneu,Tangela,0114,/images/thumb/d/dc/Saquedeneu-RFVF.png/250px-Saquedeneu-RFVF.png,/images/7/78/Cri_0114_HOME.ogg,Plante,,"1,0","35,0",Chlorophylle,Feuille Garde,Régé-Force,50 % femelle; 50 % mâle,45,20,Végétal,,+1 Déf.,166 exp.,1 000 000 exp.,65,55,115,115,40,60
Leveinard,Chansey,0113,/images/thumb/b/b0/Leveinard-DEPS.png/250px-Leveinard-DEPS.png,/images/d/d8/Cri_0113_HOME.ogg,Normal,,"1,1","34,6",Médic Nature,Sérénité,Cœur Soin,100 % femelle; 0 % mâle,30,40,Féerique,,+2 PV,395 exp.,800 000 exp.,250,5,5,5,105,50
Rhinoféros,Rhydon,0112,/images/thumb/8/80/Rhinof%C3%A9ros-RFVF.png/250px-Rhinof%C3%A9ros-RFVF.png,/images/a/a9/Cri_0112_HOME.ogg,Sol,Roche,"1,9","120,0",Paratonnerre,Tête de Roc,Téméraire,50 % femelle; 50 % mâle,60,20,Monstrueux,Terrestre,+2 Att.,204 exp.,1 250 000 exp.,105,130,120,120,45,40
Rhinocorne,Rhyhorn,0111,/images/thumb/a/a1/Rhinocorne-RFVF.png/250px-Rhinocorne-RFVF.png,/images/d/d7/Cri_0111_HOME.ogg,Sol,Roche,"1,0","115,0",Paratonnerre,Tête de Roc,Téméraire,50 % femelle; 50 % mâle,120,20,Monstrueux,Terrestre,+1 Déf.,135 exp.,1 250 000 exp.,80,85,95,95,30,25
Smogogo de Galar,Galarian Weezing,0110,/images/thumb/1/15/Smogogo_de_Galar-EB.png/250px-Smogogo_de_Galar-EB.png,/images/6/64/Cri_0110_HOME.ogg,Poison,Fée,"3,0","16,0",Lévitation,Gaz Inhibiteur,Créa-Brume,50 % femelle; 50 % mâle,60,20,Amorphe,,+2 Défense,173 exp.,1 000 000 exp.,65,90,120,120,70,60
Smogogo,Weezing,0110,/images/thumb/3/38/Smogogo-RFVF.png/250px-Smogogo-RFVF.png,/images/6/64/Cri_0110_HOME.ogg,Poison,,"1,2","9,5",Lévitation,Gaz Inhibiteur,Puanteur,50 % femelle; 50 % mâle,60,20,Amorphe,,+2 Déf.,173 exp.,1 000 000 exp.,65,90,120,120,70,60
Smogo,Koffing,0109,/images/thumb/5/53/Smogo-RFVF.png/250px-Smogo-RFVF.png,/images/3/3d/Cri_0109_HOME.ogg,Poison,,"0,6","1,0",Lévitation,Gaz Inhibiteur,Puanteur,50 % femelle; 50 % mâle,190,20,Amorphe,,+1 Déf.,114 exp.,1 000 000 exp.,40,65,95,95,45,35
Excelangue,Lickitung,0108,/images/thumb/7/74/Excelangue-RFVF.png/250px-Excelangue-RFVF.png,/images/d/d6/Cri_0108_HOME.ogg,Normal,,"1,2","65,5",Benêt,Tempo Perso,Ciel Gris,50 % femelle; 50 % mâle,45,20,Monstrueux,,+2 PV,127 exp.,1 000 000 exp.,90,55,75,75,75,30
Tygnon,Hitmonchan,0107,/images/thumb/9/9c/Tygnon-RFVF.png/250px-Tygnon-RFVF.png,/images/3/36/Cri_0107_HOME.ogg,Combat,,"1,4","50,2",Regard Vif,Poing de Fer,Attention,0 % femelle; 100 % mâle,45,25,Humanoïde,,+2 Déf. Spé,140 exp.,1 000 000 exp.,50,,,,110,76
Kicklee,Hitmonlee,0106,/images/thumb/e/e7/Kicklee-RFVF.png/250px-Kicklee-RFVF.png,/images/f/f8/Cri_0106_HOME.ogg,Combat,,"1,5","49,8",Échauffement,Téméraire,Délestage,0 % femelle; 100 % mâle,45,25,Humanoïde,,+2 Att.,139 exp.,1 000 000 exp.,50,,,,110,87
Ossatueur d'Alola,Alolan Marowak,0105,/images/thumb/3/33/Ossatueur_d%27Alola-SL.png/250px-Ossatueur_d%27Alola-SL.png,/images/4/4b/Cri_0105_HOME.ogg,Feu,Spectre,"1,0","34,0",Corps Maudit,Paratonnerre,Tête de Roc,50 % femelle; 50 % mâle,75,20,Monstrueux,,+2 Défense,149 exp.,1 000 000 exp.,60,80,110,110,80,45
Ossatueur,Marowak,0105,/images/thumb/3/39/Ossatueur-RFVF.png/250px-Ossatueur-RFVF.png,/images/4/4b/Cri_0105_HOME.ogg,Sol,,"1,0","45,0",Tête de Roc,Paratonnerre,Armurbaston,50 % femelle; 50 % mâle,75,20,Monstrueux,,+2 Défense,124 exp.,1 000 000 exp.,60,80,110,110,80,45
Osselait,Cubone,0104,/images/thumb/5/58/Osselait-RFVF.png/250px-Osselait-RFVF.png,/images/2/24/Cri_0104_HOME.ogg,Sol,,"0,4","6,5",Tête de Roc,Paratonnerre,Armurbaston,50 % femelle; 50 % mâle,190,20,Monstrueux,,+1 Déf.,87 exp.,1 000 000 exp.,50,50,95,95,50,35
Noadkoko d'Alola,Alolan Exeggutor,0103,/images/thumb/7/7c/Noadkoko_d%27Alola-SL.png/250px-Noadkoko_d%27Alola-SL.png,/images/b/bb/Cri_0103_HOME.ogg,Plante,Dragon,"10,9","415,6",Fouille,,Récolte,50 % femelle; 50 % mâle,45,20,Végétal,,+2 Attaque Spéciale,186 exp.,1 250 000 exp.,95,105,85,85,75,45
Noadkoko,Exeggutor,0103,/images/thumb/1/1f/Noadkoko-RFVF.png/250px-Noadkoko-RFVF.png,/images/b/bb/Cri_0103_HOME.ogg,Plante,Psy,"2,0","120,0",Chlorophylle,,Récolte,50 % femelle; 50 % mâle,45,20,Végétal,,+2 Attaque Spéciale,212 exp.,1 250 000 exp.,95,95,85,85,75,55
Noeunoeuf,Exeggcute,0102,/images/thumb/3/39/Noeunoeuf-RFVF.png/250px-Noeunoeuf-RFVF.png,/images/f/fa/Cri_0102_HOME.ogg,Plante,Psy,"0,4","2,5",Chlorophylle,,Récolte,50 % femelle; 50 % mâle,90,20,Végétal,,+1 Déf.,98 exp.,1 250 000 exp.,60,40,80,80,45,40
Électrode de Hisui,Hisuian Electrode,0101,/images/thumb/9/9f/%C3%89lectrode_de_Hisui-LPA.png/250px-%C3%89lectrode_de_Hisui-LPA.png,/images/b/bd/Cri_0101_HOME.ogg,Électrik,Plante,"1,2","71,0",Anti-Bruit,Statik,Boom Final,Asexué,60,20,Minéral,,+2 Vit,172 exp.,1 000 000 exp.,60,50,70,70,80,150
Électrode,Electrode,0101,/images/thumb/0/03/%C3%89lectrode-RFVF.png/250px-%C3%89lectrode-RFVF.png,/images/b/bd/Cri_0101_HOME.ogg,Électrik,,"1,2","66,6",Anti-Bruit,Statik,Boom Final,Asexué,60,20,Minéral,,+2 Vit.,150 exp.,1 000 000 exp.,60,50,70,70,80,150
Voltorbe de Hisui,Hisuian Voltorb,0100,/images/thumb/5/5e/Voltorbe_de_Hisui-LPA.png/250px-Voltorbe_de_Hisui-LPA.png,/images/d/de/Cri_0100_HOME.ogg,Électrik,Plante,"0,5","13,0",Anti-Bruit,Statik,Boom Final,Asexué,190,20,Minéral,,+1 Vit.,66 exp.,1 000 000 exp.,40,30,50,50,55,100
Voltorbe,Voltorb,0100,/images/thumb/5/59/Voltorbe-RFVF.png/250px-Voltorbe-RFVF.png,/images/d/de/Cri_0100_HOME.ogg,Électrik,,"0,5","10,4",Anti-Bruit,Statik,Boom Final,Asexué,190,20,Minéral,,+1 Vit.,103 exp.,1 000 000 exp.,40,30,50,50,55,100
Krabboss Gigamax,Gigantamax Kingler,0099,/images/thumb/1/1f/Krabboss_%28Gigamax%29-EB.png/250px-Krabboss_%28Gigamax%29-EB.png,/images/6/6b/Cri_0099_Gigamax_HOME.ogg,Eau,,"19,0","???,?",Hyper Cutter,Coque Armure,Sans Limite,50 % femelle; 50 % mâle,,,,,,,,,,,,,
Krabboss,Kingler,0099,/images/thumb/5/55/Krabboss-RFVF.png/250px-Krabboss-RFVF.png,/images/7/7a/Cri_0099_HOME.ogg,Eau,,"1,3","60,0",Hyper Cutter,Coque Armure,Sans Limite,50 % femelle; 50 % mâle,60,20,Aquatique 3,,+2 Att.,206 exp.,1 000 000 exp.,55,130,115,115,50,75
Krabby,Krabby,0098,/images/thumb/e/ed/Krabby-RFVF.png/250px-Krabby-RFVF.png,/images/8/80/Cri_0098_HOME.ogg,Eau,,"0,4","6,5",Hyper Cutter,Coque Armure,Sans Limite,50 % femelle; 50 % mâle,225,20,Aquatique 3,,+1 Att.,115 exp.,1 000 000 exp.,30,105,90,90,25,50
Hypnomade,Hypno,0097,/images/thumb/3/3a/Hypnomade-RFVF.png/250px-Hypnomade-RFVF.png,/images/1/18/Cri_0097_HOME.ogg,Psy,,"1,6","75,6",Insomnia,Prédiction,Attention,50 % femelle; 50 % mâle,75,20,Humanoïde,,+2 Déf. Spé,165 exp.,1 000 000 exp.,85,73,70,70,115,67
Soporifik,Drowzee,0096,/images/thumb/9/94/Soporifik-RFVF.png/250px-Soporifik-RFVF.png,/images/6/60/Cri_0096_HOME.ogg,Psy,,"1,0","32,4",Insomnia,Prédiction,Attention,50 % femelle; 50 % mâle,190,20,Humanoïde,,+1 Déf. Spé,102 exp.,1 000 000 exp.,60,48,45,45,90,42
Onix,Onix,0095,/images/thumb/2/24/Onix-RFVF.png/250px-Onix-RFVF.png,/images/3/30/Cri_0095_HOME.ogg,Roche,Sol,"8,8","210,0",Tête de Roc,Fermeté,Armurouillée,50 % femelle; 50 % mâle,45,25,Minéral,,+1 Déf.,108 exp.,1 000 000 exp.,35,45,160,160,45,70
Méga-Ectoplasma,Mega Gengar,0094,/images/thumb/9/9e/M%C3%A9ga-Ectoplasma-XY.png/250px-M%C3%A9ga-Ectoplasma-XY.png,/images/a/af/Cri_0094_M%C3%A9ga_HOME.ogg,Spectre,Poison,"1,4","40,5",Marque Ombre,,,50 % femelle; 50 % mâle,,,,,,,,60,65,80,80,95,130
Ectoplasma Gigamax,Gigantamax Gengar,0094,/images/thumb/2/2b/Ectoplasma_%28Gigamax%29-EB.png/250px-Ectoplasma_%28Gigamax%29-EB.png,/images/4/45/Cri_0094_Gigamax_HOME.ogg,Spectre,Poison,"20,0","???,?",Corps Maudit,,,50 % femelle; 50 % mâle,,,,,,,,,,,,,
Ectoplasma,Gengar,0094,/images/thumb/8/8d/Ectoplasma-RFVF.png/250px-Ectoplasma-RFVF.png,/images/7/7f/Cri_0094_HOME.ogg,Spectre,Poison,"1,5","40,5",Corps Maudit,Lévitation,,50 % femelle; 50 % mâle,45,20,Amorphe,,+3 Att. Spé,190 exp.,1 059 860 exp.,60,65,60,60,75,110
Spectrum,Haunter,0093,/images/thumb/0/09/Spectrum-RFVF.png/250px-Spectrum-RFVF.png,/images/b/b5/Cri_0093_HOME.ogg,Spectre,Poison,"1,6","0,1",Lévitation,,,50 % femelle; 50 % mâle,90,20,Amorphe,,+2 Att. Spé,126 exp.,1 059 860 exp.,45,50,45,45,55,95
Fantominus,Gastly,0092,/images/thumb/9/9f/Fantominus-RFVF.png/250px-Fantominus-RFVF.png,/images/5/53/Cri_0092_HOME.ogg,Spectre,Poison,"1,3","0,1",Lévitation,,,50 % femelle; 50 % mâle,190,20,Amorphe,,+1 Att. Spé,95 exp.,1 059 860 exp.,30,35,30,30,35,80
Crustabri,Cloyster,0091,/images/thumb/8/84/Crustabri-RFVF.png/250px-Crustabri-RFVF.png,/images/4/49/Cri_0091_HOME.ogg,Eau,Glace,"1,5","132,5",Coque Armure,Multi-Coups,Envelocape,50 % femelle; 50 % mâle,60,20,Aquatique 3,,+2 Déf.,203 exp.,1 250 000 exp.,50,95,180,180,45,70
Kokiyas,Shellder,0090,/images/thumb/e/eb/Kokiyas-RFVF.png/250px-Kokiyas-RFVF.png,/images/a/a8/Cri_0090_HOME.ogg,Eau,,"0,3","4,0",Coque Armure,Multi-Coups,Envelocape,50 % femelle; 50 % mâle,190,20,Aquatique 3,,+1 Déf.,97 exp.,1 250 000 exp.,30,65,100,100,25,40
Grotadmorv d'Alola,Alolan Muk,0089,/images/thumb/2/2e/Grotadmorv_d%27Alola-SL.png/250px-Grotadmorv_d%27Alola-SL.png,/images/7/75/Cri_0089_HOME.ogg,Poison,Ténèbres,"1,0","52,0",Toxitouche,Gloutonnerie,Osmose,50 % femelle; 50 % mâle,75,20,Amorphe,,+1 PV ; +1 Att.,175 exp.,1 000 000 exp.,105,105,75,75,100,50
Grotadmorv,Muk,0089,/images/thumb/8/8f/Grotadmorv-RFVF.png/250px-Grotadmorv-RFVF.png,/images/7/75/Cri_0089_HOME.ogg,Poison,,"1,2","30,0",Puanteur,Glu,Toxitouche,50 % femelle; 50 % mâle,75,20,Amorphe,,+1 PV ; +1 Att.,157 exp.,1 000 000 exp.,105,105,75,75,100,50
Tadmorv d'Alola,Alolan Grimer,0088,/images/thumb/0/05/Tadmorv_d%27Alola-SL.png/250px-Tadmorv_d%27Alola-SL.png,/images/b/b8/Cri_0088_HOME.ogg,Poison,Ténèbres,"0,7","42,0",Toxitouche,Gloutonnerie,Osmose,50 % femelle; 50 % mâle,190,20,Amorphe,,+1 PV,65 exp.,1 000 000 exp.,80,80,50,50,50,25
Tadmorv,Grimer,0088,/images/thumb/9/9c/Tadmorv-RFVF.png/250px-Tadmorv-RFVF.png,/images/b/b8/Cri_0088_HOME.ogg,Poison,,"0,9","30,0",Puanteur,Glu,Toxitouche,50 % femelle; 50 % mâle,190,20,Amorphe,,+1 PV,90 exp.,1 000 000 exp.,80,80,50,50,50,25
Lamantine,Dewgong,0087,/images/thumb/9/93/Lamantine-RFVF.png/250px-Lamantine-RFVF.png,/images/e/ec/Cri_0087_HOME.ogg,Eau,Glace,"1,7","120,0",Isograisse,Hydratation,Corps Gel,50 % femelle; 50 % mâle,75,20,Aquatique 1,Terrestre,+2 Déf. Spé,176 exp.,1 000 000 exp.,90,70,80,80,95,70
Otaria,Seel,0086,/images/thumb/3/31/Otaria-RFVF.png/250px-Otaria-RFVF.png,/images/e/e7/Cri_0086_HOME.ogg,Eau,,"1,1","90,0",Isograisse,Hydratation,Corps Gel,50 % femelle; 50 % mâle,190,20,Aquatique 1,Terrestre,+1 Déf. Spé,100 exp.,1 000 000 exp.,65,45,55,55,70,45
Dodrio,Dodrio,0085,/images/thumb/2/2e/Dodrio-RFVF.png/250px-Dodrio-RFVF.png,/images/a/a5/Cri_0085_HOME.ogg,Normal,Vol,"1,8","85,2",Fuite,Matinal,Pieds Confus,50 % femelle; 50 % mâle,45,20,Aérien,,+2 Att.,158 exp.,1 000 000 exp.,60,110,70,70,60,110
Doduo,Doduo,0084,/images/thumb/2/2a/Doduo-RFVF.png/250px-Doduo-RFVF.png,/images/4/44/Cri_0084_HOME.ogg,Normal,Vol,"1,4","39,2",Fuite,Matinal,Pieds Confus,50 % femelle; 50 % mâle,190,20,Aérien,,+1 Att.,96 exp.,1 000 000 exp.,35,85,45,45,35,75
Canarticho de Galar,Galarian Farfetch'd,0083,/images/thumb/1/1a/Canarticho_de_Galar-EB.png/250px-Canarticho_de_Galar-EB.png,/images/a/a5/Cri_0083_HOME.ogg,Combat,,"0,8","42,0",Impassible,,Querelleur,50 % femelle; 50 % mâle,45,20,Aérien,Terrestre,+1 Attaque,94 exp.,1 000 000 exp.,52,95,55,55,62,55
Canarticho,Farfetch'd,0083,/images/thumb/0/07/Canarticho-RFVF.png/250px-Canarticho-RFVF.png,/images/a/a5/Cri_0083_HOME.ogg,Normal,Vol,"0,8","15,0",Attention,Regard Vif,Acharné,50 % femelle; 50 % mâle,45,20,Aérien,Terrestre,+1 Att.,94 exp.,1 000 000 exp.,52,90,55,55,62,60
Magnéton,Magneton,0082,/images/thumb/3/36/Magn%C3%A9ton-RFVF.png/250px-Magn%C3%A9ton-RFVF.png,/images/4/44/Cri_0082_HOME.ogg,Électrik,Acier,"1,0","60,0",Magnépiège,Fermeté,Analyste,Asexué,60,20,Minéral,,+2 Att. Spé,161 exp.,1 000 000 exp.,50,60,95,95,70,70
Magnéti,Magnemite,0081,/images/thumb/b/b9/Magn%C3%A9ti-RFVF.png/250px-Magn%C3%A9ti-RFVF.png,/images/1/11/Cri_0081_HOME.ogg,Électrik,Acier,"0,3","6,0",Magnépiège,Fermeté,Analyste,Asexué,190,20,Minéral,,+1 Att. Spé,89 exp.,1 000 000 exp.,25,35,70,70,55,45
Flagadoss de Galar,Galarian Slowbro,0080,/images/thumb/7/77/Flagadoss_de_Galar-EB.png/250px-Flagadoss_de_Galar-EB.png,/images/f/f4/Cri_0080_HOME.ogg,Poison,Psy,"1,6","70,5",Tir Vif,Tempo Perso,Régé-Force,50 % femelle; 50 % mâle,75,20,Monstrueux,Aquatique 1,+2 Att.,172 exp.,1 000 000 exp.,95,100,95,95,70,30
Méga-Flagadoss,Mega Slowbro,0080,/images/thumb/2/24/M%C3%A9ga-Flagadoss-ROSA.png/250px-M%C3%A9ga-Flagadoss-ROSA.png,/images/d/d9/Cri_0080_M%C3%A9ga_HOME.ogg,Eau,Psy,"2,0","120,0",Coque Armure,,,50 % femelle; 50 % mâle,,,,,,,,95,75,180,180,80,30
Flagadoss,Slowbro,0080,/images/thumb/b/b4/Flagadoss-RFVF.png/250px-Flagadoss-RFVF.png,/images/f/f4/Cri_0080_HOME.ogg,Eau,Psy,"1,6","78,5",Benêt,Tempo Perso,Régé-Force,50 % femelle; 50 % mâle,75,20,Monstrueux,Aquatique 1,+2 Déf.,164 exp.,1 000 000 exp.,95,75,110,110,80,30
Ramoloss de Galar,Galarian Slowpoke,0079,/images/thumb/f/f4/Ramoloss_de_Galar-EB.png/250px-Ramoloss_de_Galar-EB.png,/images/7/7a/Cri_0079_HOME.ogg,Psy,,"1,2","36,0",Gloutonnerie,Tempo Perso,Régé-Force,50 % femelle; 50 % mâle,190,20,Monstrueux,Aquatique 1,+1 PV,99 exp.,1 000 000 exp.,90,65,65,65,40,15
Ramoloss,Slowpoke,0079,/images/thumb/5/5a/Ramoloss-RFVF.png/250px-Ramoloss-RFVF.png,/images/7/7a/Cri_0079_HOME.ogg,Eau,Psy,"1,2","36,0",Benêt,Tempo Perso,Régé-Force,50 % femelle; 50 % mâle,190,20,Monstrueux,Aquatique 1,+1 PV,99 exp.,1 000 000 exp.,90,65,65,65,40,15
Galopa de Galar,Galarian Rapidash,0078,/images/thumb/a/a5/Galopa_de_Galar-EB.png/250px-Galopa_de_Galar-EB.png,/images/d/dd/Cri_0078_HOME.ogg,Psy,Fée,"1,7","80,0",Fuite,Voile Pastel,Anticipation,50 % femelle; 50 % mâle,60,20,Terrestre,,+2 Vit.,192 exp.,1 000 000 exp.,65,100,70,70,80,105
Galopa,Rapidash,0078,/images/thumb/9/9c/Galopa-RFVF.png/250px-Galopa-RFVF.png,/images/d/dd/Cri_0078_HOME.ogg,Feu,,"1,7","95,0",Fuite,Torche,Corps Ardent,50 % femelle; 50 % mâle,60,20,Terrestre,,+2 Vit.,192 exp.,1 000 000 exp.,65,100,70,70,80,105
Ponyta de Galar,Galarian Ponyta,0077,/images/thumb/0/0c/Ponyta_de_Galar-EB.png/250px-Ponyta_de_Galar-EB.png,/images/9/90/Cri_0077_HOME.ogg,Psy,,"0,8","24,0",Fuite,Voile Pastel,Anticipation,50 % femelle; 50 % mâle,190,20,Terrestre,,+1 Vit.,82 exp.,1 000 000 exp.,50,85,55,55,65,90
Ponyta,Ponyta,0077,/images/thumb/8/8f/Ponyta-RFVF.png/250px-Ponyta-RFVF.png,/images/9/90/Cri_0077_HOME.ogg,Feu,,"1,0","30,0",Fuite,Torche,Corps Ardent,50 % femelle; 50 % mâle,190,20,Terrestre,,+1 Vit.,82 exp.,1 000 000 exp.,50,85,55,55,65,90
Grolem d'Alola,Alolan Golem,0076,/images/thumb/f/f5/Grolem_d%27Alola-SL.png/250px-Grolem_d%27Alola-SL.png,/images/8/82/Cri_0076_HOME.ogg,Roche,Électrik,"1,7","316,0",Magnépiège,Fermeté,Peau Électrique,50 % femelle; 50 % mâle,45,15,Minéral,,+3 Défense,223 exp.,1 059 860 exp.,80,120,130,130,65,45
Grolem,Golem,0076,/images/thumb/a/a3/Grolem-RFVF.png/250px-Grolem-RFVF.png,/images/8/82/Cri_0076_HOME.ogg,Roche,Sol,"1,4","300,0",Tête de Roc,Fermeté,Voile Sable,50 % femelle; 50 % mâle,45,15,Minéral,,+3 Déf.,177 exp.,1 059 860 exp.,80,120,130,130,65,45
Gravalanch d'Alola,Alolan Graveler,0075,/images/thumb/7/70/Gravalanch_d%27Alola-SL.png/250px-Gravalanch_d%27Alola-SL.png,/images/4/4a/Cri_0075_HOME.ogg,Roche,Électrik,"1,0","110,0",Magnépiège,Fermeté,Peau Électrique,50 % femelle; 50 % mâle,120,15,Minéral,,+2 Défense,137 exp.,1 059 860 exp.,55,95,115,115,45,35
Gravalanch,Graveler,0075,/images/thumb/a/a5/Gravalanch-RFVF.png/250px-Gravalanch-RFVF.png,/images/4/4a/Cri_0075_HOME.ogg,Roche,Sol,"1,0","105,0",,,,50 % femelle; 50 % mâle,120,15,Minéral,,+2 Déf.,134 exp.,1 059 860 exp.,55,95,115,115,45,35
Racaillou d'Alola,Alolan Geodude,0074,/images/thumb/4/4b/Racaillou_d%27Alola-SL.png/250px-Racaillou_d%27Alola-SL.png,/images/b/bf/Cri_0074_HOME.ogg,Roche,Électrik,"0,4","20,3",Magnépiège,Fermeté,Peau Électrique,50 % femelle; 50 % mâle,255,15,Minéral,,+1 Defense,60 exp.,1 059 860 exp.,40,80,100,100,30,20
Racaillou,Geodude,0074,/images/thumb/b/b2/Racaillou-RFVF.png/250px-Racaillou-RFVF.png,/images/b/bf/Cri_0074_HOME.ogg,Roche,Sol,"0,4","20,0",Tête de Roc,Fermeté,Voile Sable,50 % femelle; 50 % mâle,255,15,Minéral,,+1 Déf.,73 exp.,1 059 860 exp.,40,80,100,100,30,20
Tentacruel,Tentacruel,0073,/images/thumb/1/1c/Tentacruel-RFVF.png/250px-Tentacruel-RFVF.png,/images/f/f5/Cri_0073_HOME.ogg,Eau,Poison,"1,6","55,0",Corps Sain,Suintement,Cuvette,50 % femelle; 50 % mâle,60,20,Aquatique 3,,+2 Déf. Spé,205 exp.,1 250 000 exp.,80,70,65,65,120,100
Tentacool,Tentacool,0072,/images/thumb/d/de/Tentacool-RFVF.png/250px-Tentacool-RFVF.png,/images/a/ae/Cri_0072_HOME.ogg,Eau,Poison,"0,9","45,5",Corps Sain,Suintement,Cuvette,50 % femelle; 50 % mâle,190,20,Aquatique 3,,+1 Déf. Spé,105 exp.,1 250 000 exp.,40,40,35,35,100,70
Empiflor,Victreebel,0071,/images/thumb/4/41/Empiflor-RFVF.png/250px-Empiflor-RFVF.png,/images/6/6d/Cri_0071_HOME.ogg,Plante,Poison,"1,7","15,5",Chlorophylle,,Gloutonnerie,50 % femelle; 50 % mâle,45,20,Végétal,,+3 Att.,191 exp.,1 059 860 exp.,80,105,65,65,70,70
